id,y
1520,8
1521,1
1522,2
1523,4
1524,8
1525,1
1526,2
1527,7
1528,6
1529,2
1530,8
1531,7
1532,3
1533,7
1534,8
1535,2
1536,8
1537,1
1538,5
1539,9
1540,8
1541,8
1542,4
1543,8
1544,8
1545,2
1546,1
1547,9
1548,2
1549,3
1550,2
1551,2
1552,6
1553,7
1554,3
1555,8
1556,7
1557,6
1558,6
1559,8
1560,8
1561,6
1562,7
1563,2
1564,5
1565,9
1566,6
1567,1
1568,1
1569,1
1570,5
1571,1
1572,7
1573,8
1574,1
1575,2
1576,5
1577,1
1578,1
1579,6
1580,6
1581,8
1582,1
1583,1
1584,3
1585,1
1586,1
1587,6
1588,7
1589,8
1590,8
1591,8
1592,9
1593,9
1594,7
1595,6
1596,1
1597,1
1598,4
1599,2
1600,6
1601,6
1602,1
1603,1
1604,7
1605,1
1606,7
1607,8
1608,1
1609,9
1610,6
1611,8
1612,8
1613,6
1614,8
1615,1
1616,6
1617,6
1618,8
1619,1
1620,3
1621,1
1622,2
1623,8
1624,1
1625,1
1626,5
1627,1
1628,5
1629,2
1630,1
1631,8
1632,1
1633,8
1634,2
1635,3
1636,8
1637,1
1638,1
1639,4
1640,9
1641,4
1642,8
1643,8
1644,5
1645,3
1646,1
1647,1
1648,2
1649,1
1650,1
1651,2
1652,4
1653,3
1654,6
1655,8
1656,8
1657,1
1658,1
1659,7
1660,8
1661,8
1662,8
1663,1
1664,6
1665,7
1666,9
1667,5
1668,8
1669,1
1670,1
1671,1
1672,1
1673,5
1674,2
1675,8
1676,4
1677,1
1678,1
1679,1
1680,2
1681,1
1682,2
1683,1
1684,8
1685,1
1686,9
1687,7
1688,8
1689,5
1690,4
1691,1
1692,6
1693,7
1694,6
1695,1
1696,6
1697,8
1698,9
1699,6
1700,7
1701,4
1702,4
1703,5
1704,1
1705,8
1706,4
1707,3
1708,5
1709,1
1710,2
1711,8
1712,7
1713,1
1714,7
1715,9
1716,9
1717,9
1718,8
1719,2
1720,1
1721,1
1722,1
1723,2
1724,1
1725,9
1726,3
1727,5
1728,8
1729,1
1730,9
1731,9
1732,3
1733,1
1734,1
1735,9
1736,2
1737,1
1738,1
1739,2
1740,9
1741,9
1742,7
1743,1
1744,1
1745,1
1746,4
1747,1
1748,1
1749,8
1750,6
1751,1
1752,8
1753,1
1754,3
1755,9
1756,8
1757,1
1758,8
1759,7
1760,7
1761,6
1762,2
1763,6
1764,6
1765,6
1766,9
1767,6
1768,3
1769,4
1770,4
1771,1
1772,6
1773,4
1774,6
1775,2
1776,6
1777,8
1778,6
1779,4
1780,8
1781,3
1782,1
1783,6
1784,6
1785,6
1786,1
1787,8
1788,8
1789,5
1790,8
1791,8
1792,4
1793,1
1794,5
1795,1
1796,8
1797,9
1798,2
